shipment_id,date,region,warehouse,transport_mode,distance_km,shipment_volume_kg,promised_delivery_days,actual_delivery_days,delay_days,is_delayed,transportation_cost,fuel_surcharge_pct,customer_satisfaction,damaged_or_lost
SHP-00011,2025-11-27,North,WH-Chennai,Road,815.2,123.6,11.86,11.55,-0.31,False,440.41,11.4,4,0
SHP-00170,2025-11-27,East,WH-Mumbai,Sea,383.5,326.8,5.42,5.24,-0.18,False,185.68,2.4,4,0
SHP-01111,2025-11-28,North,WH-Delhi,Rail,1705.4,766.8,12.54,14.04,1.5,True,879.67,8.8,4,0
SHP-01000,2025-11-29,North,WH-Mumbai,Road,787.1,187.0,9.86,10.64,0.78,True,486.76,11.2,4,0
SHP-01025,2025-11-30,Central,WH-Kolkata,Rail,2427.1,1429.6,18.44,21.11,2.67,True,1495.98,8.1,4,0
SHP-00970,2025-12-01,North,WH-Mumbai,Road,2076.3,244.5,25.16,26.32,1.16,True,1284.17,10.6,5,0
SHP-00976,2025-12-01,Central,WH-Kolkata,Road,815.7,255.6,12.11,11.91,-0.2,False,618.12,10.8,5,0
SHP-00796,2025-12-01,North,WH-Kolkata,Sea,1891.9,376.5,12.84,12.43,-0.41,False,474.03,5.2,5,0
SHP-00801,2025-12-01,East,WH-Bhopal,Road,1645.9,547.6,19.37,20.57,1.2,True,1299.54,9.5,4,0
SHP-00500,2025-12-02,North,WH-Delhi,Air,2177.4,143.6,7.12,8.2,1.08,True,3740.35,7.4,4,0
SHP-00827,2025-12-02,North,WH-Bhopal,Road,148.3,318.3,2.23,2.54,0.31,True,297.99,7.1,5,0
SHP-00526,2025-12-03,North,WH-Mumbai,Road,753.4,616.6,12.13,11.74,-0.39,False,880.15,10.7,4,0
SHP-00872,2025-12-03,North,WH-Chennai,Road,271.8,462.3,3.8,3.91,0.11,True,456.31,9.7,4,0
SHP-00794,2025-12-04,West,WH-Chennai,Road,1119.4,105.5,12.92,15.2,2.28,True,688.56,4.4,4,0
SHP-00251,2025-12-04,Central,WH-Chennai,Rail,413.7,137.6,4.61,4.61,0.0,False,208.59,10.5,4,0
SHP-00292,2025-12-04,East,WH-Kolkata,Road,828.8,176.5,10.69,10.48,-0.21,False,520.83,2.3,5,0
SHP-00085,2025-12-04,South,WH-Chennai,Sea,1483.8,191.6,11.17,11.38,0.21,True,359.51,9.7,5,0
SHP-00577,2025-12-05,North,WH-Delhi,Road,732.4,228.0,9.43,11.07,1.64,True,525.07,7.1,5,0
SHP-01046,2025-12-05,East,WH-Bhopal,Rail,752.4,1050.8,6.4,6.48,0.08,True,638.02,10.6,4,0
SHP-00617,2025-12-05,West,WH-Bhopal,Air,429.8,157.3,0.55,0.61,0.06,True,990.28,8.9,5,0
SHP-00504,2025-12-06,West,WH-Chennai,Rail,2378.7,370.0,15.95,19.25,3.3,True,898.2,11.8,3,0
SHP-00813,2025-12-06,South,WH-Delhi,Road,1608.3,601.1,16.71,20.66,3.95,True,1312.15,3.8,3,0
SHP-00056,2025-12-06,North,WH-Chennai,Air,2767.4,8.4,7.76,10.22,2.46,True,4359.09,3.5,4,0
SHP-00285,2025-12-06,West,WH-Mumbai,Air,807.2,25.8,2.67,3.13,0.46,True,1249.34,7.5,4,0
SHP-00168,2025-12-06,West,WH-Chennai,Sea,801.6,439.3,6.65,6.59,-0.06,False,214.19,2.1,4,0
SHP-00476,2025-12-07,East,WH-Bhopal,Sea,1535.7,860.2,9.98,9.78,-0.2,False,604.59,4.2,5,0
SHP-00730,2025-12-07,East,WH-Chennai,Rail,1365.0,932.1,12.66,12.54,-0.12,False,854.69,3.8,5,0
SHP-00784,2025-12-07,Central,WH-Mumbai,Road,1174.6,206.8,15.12,14.86,-0.26,False,864.63,2.5,5,0
SHP-00565,2025-12-08,West,WH-Chennai,Road,1179.7,103.8,14.98,16.23,1.25,True,578.19,9.2,4,0
SHP-00364,2025-12-08,South,WH-Mumbai,Road,1875.9,284.2,19.79,24.91,5.12,True,1128.3,6.5,3,0
SHP-00621,2025-12-08,South,WH-Bhopal,Road,186.5,141.0,1.71,1.76,0.05,True,234.65,5.8,5,0
SHP-00734,2025-12-08,Central,WH-Mumbai,Road,1716.8,264.6,17.18,21.88,4.7,True,1023.27,5.5,3,0
SHP-00404,2025-12-08,West,WH-Delhi,Air,1685.2,19.7,5.26,5.73,0.47,True,2731.06,3.6,4,0
SHP-00394,2025-12-08,North,WH-Mumbai,Road,2079.3,192.7,26.4,26.81,0.41,True,1218.37,5.2,4,0
SHP-00211,2025-12-09,Central,WH-Delhi,Road,2305.7,412.3,27.09,29.49,2.4,True,1423.54,9.1,4,0
SHP-00099,2025-12-10,North,WH-Delhi,Road,384.1,541.7,4.75,5.71,0.96,True,574.99,9.5,4,0
SHP-01194,2025-12-10,Central,WH-Kolkata,Road,1132.6,51.7,13.18,14.55,1.37,True,599.85,6.8,5,0
SHP-00020,2025-12-10,North,WH-Bhopal,Road,1792.9,177.5,19.98,23.78,3.8,True,1048.99,11.0,4,0
SHP-00096,2025-12-11,South,WH-Chennai,Sea,1014.3,643.8,6.32,7.33,1.01,True,351.05,8.1,4,0
SHP-00029,2025-12-11,Central,WH-Delhi,Road,1370.3,28.7,16.43,17.17,0.74,True,724.15,9.2,5,0
SHP-00243,2025-12-12,South,WH-Chennai,Road,1014.0,74.1,11.45,12.99,1.54,True,705.51,11.5,4,0
SHP-00261,2025-12-12,North,WH-Delhi,Air,358.5,328.3,0.61,0.64,0.03,True,1388.85,7.1,4,0
SHP-00853,2025-12-12,South,WH-Delhi,Air,1852.0,16.8,4.52,5.53,1.01,True,2978.05,11.7,5,0
SHP-01161,2025-12-12,South,WH-Mumbai,Rail,55.3,735.7,1.62,1.91,0.29,True,362.92,4.1,4,0
SHP-01132,2025-12-12,West,WH-Chennai,Road,2692.2,404.0,31.99,31.71,-0.28,False,1701.1,6.5,5,0
SHP-00438,2025-12-12,Central,WH-Kolkata,Air,995.4,88.8,4.53,4.35,-0.18,False,1777.71,3.5,5,0
SHP-00136,2025-12-12,South,WH-Mumbai,Air,989.4,103.2,4.3,5.6,1.3,True,1786.71,6.3,4,0
SHP-00054,2025-12-12,South,WH-Delhi,Road,2426.5,359.6,23.87,29.54,5.67,True,1580.35,9.6,3,0
SHP-00636,2025-12-12,West,WH-Bhopal,Road,375.0,110.1,4.24,5.13,0.89,True,293.5,10.1,4,0
SHP-00797,2025-12-13,South,WH-Kolkata,Sea,1977.2,294.8,12.48,13.79,1.31,True,427.42,8.8,4,0
SHP-01183,2025-12-13,Central,WH-Kolkata,Road,1248.4,264.0,11.51,14.44,2.93,True,897.74,4.8,3,0
SHP-00650,2025-12-14,South,WH-Bhopal,Road,565.1,600.1,6.54,6.61,0.07,True,757.64,10.5,4,0
SHP-00172,2025-12-14,Central,WH-Kolkata,Air,2284.8,48.4,6.3,7.29,0.99,True,3654.12,7.7,4,0
SHP-00690,2025-12-14,East,WH-Bhopal,Road,1013.7,576.2,15.3,14.78,-0.52,False,909.87,9.4,5,0
SHP-00763,2025-12-14,North,WH-Mumbai,Sea,896.1,380.4,4.78,5.92,1.14,True,334.09,2.6,4,0
SHP-00340,2025-12-15,East,WH-Mumbai,Air,845.4,14.6,3.29,3.4,0.11,True,1334.49,2.2,4,0
SHP-01034,2025-12-15,West,WH-Kolkata,Road,2332.7,742.5,28.93,27.66,-1.27,False,1667.8,7.7,5,0
SHP-00291,2025-12-15,West,WH-Kolkata,Road,2323.5,392.0,20.78,27.69,6.91,True,1545.65,7.8,3,0
SHP-00002,2025-12-15,West,WH-Delhi,Rail,2583.3,518.2,18.4,21.3,2.9,True,1089.29,2.7,3,0
SHP-00461,2025-12-15,North,WH-Delhi,Air,2190.2,18.5,7.02,7.32,0.3,True,3501.89,9.0,5,0
SHP-00239,2025-12-15,North,WH-Chennai,Rail,2367.7,148.1,20.41,20.5,0.09,True,812.51,4.9,4,0
SHP-00421,2025-12-16,South,WH-Kolkata,Sea,1379.6,1513.9,9.38,9.7,0.32,True,674.24,3.4,4,0
SHP-00950,2025-12-16,East,WH-Chennai,Sea,298.9,229.0,2.76,2.72,-0.04,False,118.59,6.1,4,0
SHP-00953,2025-12-16,East,WH-Bhopal,Rail,155.9,449.7,0.71,0.9,0.19,True,261.08,3.2,4,0
SHP-00867,2025-12-16,East,WH-Kolkata,Sea,2837.7,750.3,15.39,19.01,3.62,True,766.2,5.5,4,0
SHP-00075,2025-12-17,East,WH-Bhopal,Rail,994.3,962.0,6.7,7.37,0.67,True,804.5,4.4,4,0
SHP-00744,2025-12-17,East,WH-Bhopal,Air,2948.6,205.9,9.82,10.58,0.76,True,5174.17,10.4,4,0
SHP-00140,2025-12-18,East,WH-Chennai,Road,256.8,81.3,2.14,2.5,0.36,True,193.18,4.2,5,0
SHP-00246,2025-12-18,East,WH-Chennai,Road,193.3,251.8,2.15,2.1,-0.05,False,307.41,9.4,5,0
SHP-00834,2025-12-18,West,WH-Delhi,Road,449.0,170.2,4.21,5.47,1.26,True,380.35,8.4,4,0
SHP-01095,2025-12-19,West,WH-Kolkata,Road,2233.9,54.6,23.33,28.52,5.19,True,1180.65,3.9,3,0
SHP-01062,2025-12-19,North,WH-Delhi,Rail,2229.5,1039.4,17.98,19.91,1.93,True,1279.95,8.8,4,0
SHP-00390,2025-12-20,South,WH-Bhopal,Sea,1329.6,140.1,8.98,10.31,1.33,True,329.06,3.8,4,0
SHP-00423,2025-12-21,South,WH-Bhopal,Rail,2869.1,679.9,19.65,23.28,3.63,True,1252.18,6.5,3,0
SHP-00878,2025-12-21,West,WH-Bhopal,Air,1275.5,253.8,5.64,6.03,0.39,True,2724.58,3.7,5,0
SHP-00377,2025-12-21,North,WH-Mumbai,Road,104.2,182.4,1.33,1.3,-0.03,False,173.39,5.3,4,0
SHP-00558,2025-12-21,North,WH-Delhi,Road,1909.8,81.0,23.21,24.11,0.9,True,1021.23,10.0,4,0
SHP-00999,2025-12-22,Central,WH-Delhi,Road,658.3,392.6,7.3,9.23,1.93,True,737.42,3.2,4,0
SHP-01143,2025-12-22,East,WH-Kolkata,Road,2816.3,360.3,28.28,33.8,5.52,True,1750.92,8.5,2,0
SHP-00482,2025-12-23,North,WH-Bhopal,Road,864.9,222.5,10.58,11.55,0.97,True,547.1,8.0,4,1
SHP-00699,2025-12-23,North,WH-Bhopal,Sea,211.3,645.3,2.79,2.74,-0.05,False,243.73,11.8,5,0
SHP-00541,2025-12-23,North,WH-Chennai,Road,1911.0,774.4,25.04,24.7,-0.34,False,1573.13,6.7,5,0
SHP-00746,2025-12-24,North,WH-Bhopal,Road,2374.4,378.7,24.84,30.05,5.21,True,1456.88,4.7,3,0
SHP-00686,2025-12-24,South,WH-Mumbai,Road,69.2,207.5,1.65,1.98,0.33,True,143.35,8.0,5,0
SHP-00132,2025-12-25,Central,WH-Bhopal,Road,877.6,737.1,10.08,11.07,0.99,True,1009.22,10.2,4,0
SHP-00181,2025-12-25,West,WH-Bhopal,Rail,2631.2,435.5,16.89,21.78,4.89,True,1095.71,6.1,3,0
SHP-00122,2025-12-26,East,WH-Delhi,Rail,1736.3,344.9,13.8,15.65,1.85,True,666.13,5.9,4,0
SHP-00252,2025-12-26,East,WH-Bhopal,Road,485.0,580.1,6.07,7.24,1.17,True,752.6,9.0,4,0
SHP-00014,2025-12-26,Central,WH-Mumbai,Sea,2597.1,382.9,17.01,16.76,-0.25,False,660.66,5.1,5,0
SHP-01126,2025-12-26,East,WH-Mumbai,Road,951.0,83.9,10.77,13.04,2.27,True,588.99,4.1,4,0
SHP-00359,2025-12-26,West,WH-Kolkata,Rail,2067.4,369.7,14.08,18.67,4.59,True,855.46,8.6,3,0
SHP-00830,2025-12-26,West,WH-Mumbai,Road,1955.0,40.5,25.67,26.47,0.8,True,935.37,9.0,4,0
SHP-00063,2025-12-26,North,WH-Bhopal,Road,928.2,147.9,13.07,13.03,-0.04,False,519.78,11.4,5,0
SHP-00648,2025-12-27,West,WH-Mumbai,Road,1274.7,378.7,16.4,16.29,-0.11,False,960.82,9.2,4,0
SHP-01037,2025-12-27,East,WH-Chennai,Sea,1946.2,763.9,12.7,13.92,1.22,True,597.86,10.0,4,0
SHP-00559,2025-12-27,East,WH-Delhi,Road,2216.1,459.0,23.96,26.56,2.6,True,1501.62,4.8,4,0
SHP-00899,2025-12-29,South,WH-Chennai,Sea,368.8,468.4,4.84,5.03,0.19,True,247.26,6.2,5,0
SHP-01134,2025-12-29,East,WH-Chennai,Road,2134.3,92.6,22.5,26.41,3.91,True,1151.14,4.7,3,0
SHP-01186,2025-12-30,South,WH-Chennai,Sea,2843.2,1238.8,19.51,20.09,0.58,True,1000.5,6.9,4,0
SHP-00631,2025-12-30,East,WH-Chennai,Rail,2676.9,186.7,23.17,23.32,0.15,True,934.24,7.4,5,0
SHP-00038,2025-12-30,West,WH-Chennai,Road,1241.7,366.9,18.1,17.65,-0.45,False,865.87,3.4,5,0
SHP-01101,2025-12-31,North,WH-Bhopal,Road,2053.5,810.0,20.62,25.55,4.93,True,1622.19,4.3,3,0
SHP-00619,2025-12-31,North,WH-Delhi,Road,2687.2,165.5,25.28,33.4,8.12,True,1439.12,9.1,2,0
SHP-00941,2025-12-31,North,WH-Kolkata,Road,820.7,40.5,9.56,10.98,1.42,True,466.78,9.5,4,0
SHP-00420,2025-12-31,East,WH-Kolkata,Road,2337.2,647.9,22.52,29.8,7.28,True,1611.04,3.8,2,0
SHP-00890,2025-12-31,East,WH-Bhopal,Road,2024.1,316.2,28.57,27.57,-1.0,False,1344.19,3.3,5,1
SHP-00313,2025-12-31,West,WH-Chennai,Rail,288.1,157.9,2.1,2.38,0.28,True,196.37,9.4,4,0
SHP-00720,2025-12-31,Central,WH-Delhi,Road,2038.9,35.8,24.05,24.68,0.63,True,1059.17,8.3,5,0
